Região;SiglaUF;UF;CódigoIBGE;Município;Crime;Mês;Data;Quantidade
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;01;01/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;02;02/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;03;03/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;04;04/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;05;05/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;06;06/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;07;07/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;08;08/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;09;09/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;10;10/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;11;11/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;12;12/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;01;01/2014;154
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;02;02/2014;120
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;03;03/2014;112
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;04;04/2014;129
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;05;05/2014;122
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;06;06/2014;96
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;07;07/2014;141
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;08;08/2014;119
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;09;09/2014;130
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;10;10/2014;152
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;11;11/2014;119
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;12;12/2014;106
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;01;01/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;02;02/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;03;03/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;06;06/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;07;07/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;08;08/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;09;09/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;10;10/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;12;12/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;01;01/2014;57
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;02;02/2014;55
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;03;03/2014;63
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;04;04/2014;42
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;05;05/2014;25
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;06;06/2014;17
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;07;07/2014;18
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;08;08/2014;34
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;09;09/2014;35
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;10;10/2014;28
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;11;11/2014;34
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;12;12/2014;23
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);01;01/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);03;03/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);05;05/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;01;01/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;02;02/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;03;03/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;04;04/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;05;05/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;06;06/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;07;07/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;08;08/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;09;09/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;10;10/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;11;11/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;12;12/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;01;01/2014;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;02;02/2014;25
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;03;03/2014;36
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;04;04/2014;38
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;05;05/2014;45
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;06;06/2014;35
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;07;07/2014;17
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;08;08/2014;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;09;09/2014;48
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;10;10/2014;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;11;11/2014;28
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;12;12/2014;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;01;01/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;02;02/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;03;03/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;04;04/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;05;05/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;06;06/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;07;07/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;08;08/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;09;09/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;10;10/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;11;11/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;12;12/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;01;01/2014;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;02;02/2014;31
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;03;03/2014;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;04;04/2014;27
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;05;05/2014;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;06;06/2014;16
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;07;07/2014;14
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;08;08/2014;29
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;09;09/2014;22
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;10;10/2014;22
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;11;11/2014;37
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;12;12/2014;24
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);03;03/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);09;09/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);12;12/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;01;01/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;02;02/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;03;03/2014;10
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;04;04/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;05;05/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;06;06/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;07;07/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;08;08/2014;9
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;09;09/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;10;10/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;11;11/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;12;12/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;01;01/2014;140
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;02;02/2014;109
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;03;03/2014;106
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;04;04/2014;118
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;05;05/2014;133
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;06;06/2014;135
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;07;07/2014;131
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;08;08/2014;95
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;09;09/2014;98
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;10;10/2014;101
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;11;11/2014;99
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;12;12/2014;98
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;01;01/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;02;02/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;03;03/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;04;04/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;05;05/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;06;06/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;07;07/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;08;08/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;09;09/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;10;10/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;11;11/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;12;12/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;04;04/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;01;01/2014;175
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;02;02/2014;166
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;03;03/2014;142
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;04;04/2014;141
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;05;05/2014;113
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;06;06/2014;64
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;07;07/2014;59
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;08;08/2014;81
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;09;09/2014;110
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;10;10/2014;100
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;11;11/2014;99
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;12;12/2014;71
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);01;01/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);03;03/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);08;08/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);09;09/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);10;10/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);11;11/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);12;12/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;01;01/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;03;03/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;04;04/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;05;05/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;06;06/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;07;07/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;08;08/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;09;09/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;10;10/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;01;01/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;02;02/2014;10
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;03;03/2014;13
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;04;04/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;05;05/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;06;06/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;07;07/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;08;08/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;09;09/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;10;10/2014;9
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;11;11/2014;12
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;12;12/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;01;01/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;02;02/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;03;03/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;04;04/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;05;05/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;06;06/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;09;09/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;11;11/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;01;01/2014;13
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;02;02/2014;11
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;03;03/2014;14
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;04;04/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;05;05/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;06;06/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;07;07/2014;9
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;08;08/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;09;09/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;10;10/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;11;11/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;12;12/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;01;01/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;02;02/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;03;03/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;04;04/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;05;05/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;06;06/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;07;07/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;08;08/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;09;09/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;10;10/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;11;11/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;12;12/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;01;01/2014;28
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;02;02/2014;23
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;03;03/2014;18
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;04;04/2014;16
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;05;05/2014;16
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;06;06/2014;33
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;07;07/2014;17
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;08;08/2014;22
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;09;09/2014;21
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;10;10/2014;14
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;11;11/2014;18
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;12;12/2014;20
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;01;01/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;04;04/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;05;05/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;09;09/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;10;10/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;11;11/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;12;12/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;01;01/2014;22
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;02;02/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;03;03/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;04;04/2014;9
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;05;05/2014;12
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;06;06/2014;13
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;07;07/2014;10
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;08;08/2014;11
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;09;09/2014;11
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;10;10/2014;14
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;11;11/2014;16
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;12;12/2014;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;01;01/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;02;02/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;03;03/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;04;04/2014;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;05;05/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;06;06/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;07;07/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;08;08/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;09;09/2014;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;10;10/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;11;11/2014;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;12;12/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;01;01/2014;34
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;02;02/2014;25
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;03;03/2014;29
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;04;04/2014;26
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;05;05/2014;19
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;06;06/2014;25
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;07;07/2014;15
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;08;08/2014;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;09;09/2014;17
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;10;10/2014;23
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;11;11/2014;30
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;12;12/2014;27
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;01;01/2014;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;02;02/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;03;03/2014;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;04;04/2014;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;05;05/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;06;06/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;07;07/2014;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;08;08/2014;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;09;09/2014;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;10;10/2014;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;11;11/2014;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;12;12/2014;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;01;01/2014;24
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;02;02/2014;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;03;03/2014;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;04;04/2014;20
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;05;05/2014;19
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;06;06/2014;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;07;07/2014;22
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;08;08/2014;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;09;09/2014;21
