Região;SiglaUF;UF;CódigoIBGE;Município;Crime;Mês;Data;Quantidade
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;07;07/2012;65
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;08;08/2012;70
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;09;09/2012;37
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;10;10/2012;40
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;11;11/2012;94
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;12;12/2012;72
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;01;01/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;02;02/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;03;03/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;04;04/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;05;05/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;06;06/2012;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;07;07/2012;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;08;08/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;09;09/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;10;10/2012;7
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;11;11/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;12;12/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;01;01/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;03;03/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;01;01/2012;67
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;02;02/2012;65
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;03;03/2012;72
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;04;04/2012;85
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;05;05/2012;67
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;06;06/2012;54
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;07;07/2012;52
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;08;08/2012;80
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;09;09/2012;56
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;10;10/2012;71
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;11;11/2012;61
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;12;12/2012;75
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);04;04/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);10;10/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;01;01/2012;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;02;02/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;03;03/2012;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;04;04/2012;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;05;05/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;06;06/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;07;07/2012;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;08;08/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;09;09/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;10;10/2012;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;11;11/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;12;12/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;01;01/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;02;02/2012;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;03;03/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;04;04/2012;19
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;05;05/2012;15
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;06;06/2012;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;07;07/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;08;08/2012;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;09;09/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;10;10/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;11;11/2012;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;12;12/2012;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;01;01/2012;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;02;02/2012;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;03;03/2012;13
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;04;04/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;05;05/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;06;06/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;07;07/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;08;08/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;09;09/2012;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;10;10/2012;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;11;11/2012;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;12;12/2012;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;01;01/2012;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;02;02/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;03;03/2012;21
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;04;04/2012;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;05;05/2012;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;06;06/2012;15
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;07;07/2012;13
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;08;08/2012;15
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;09;09/2012;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;10;10/2012;20
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;11;11/2012;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;12;12/2012;20
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);01;01/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);02;02/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);10;10/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);12;12/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;01;01/2012;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;02;02/2012;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;03;03/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;04;04/2012;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;05;05/2012;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;06;06/2012;17
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;07;07/2012;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;08;08/2012;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;09;09/2012;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;10;10/2012;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;11;11/2012;6
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;12;12/2012;17
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;01;01/2012;69
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;02;02/2012;66
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;03;03/2012;98
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;04;04/2012;91
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;05;05/2012;81
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;06;06/2012;84
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;07;07/2012;107
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;08;08/2012;90
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;09;09/2012;38
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;10;10/2012;50
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;11;11/2012;98
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;12;12/2012;75
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;01;01/2012;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;02;02/2012;16
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;03;03/2012;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;04;04/2012;20
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;05;05/2012;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;06;06/2012;18
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;07;07/2012;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;08;08/2012;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;09;09/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;10;10/2012;21
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;11;11/2012;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;12;12/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;07;07/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;01;01/2012;52
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;02;02/2012;67
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;03;03/2012;68
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;04;04/2012;63
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;05;05/2012;49
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;06;06/2012;45
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;07;07/2012;48
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;08;08/2012;54
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;09;09/2012;44
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;10;10/2012;54
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;11;11/2012;72
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;12;12/2012;58
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);01;01/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);04;04/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);05;05/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);07;07/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);09;09/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);11;11/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;01;01/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;02;02/2012;4
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;03;03/2012;3
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;04;04/2012;3
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;05;05/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;06;06/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;07;07/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;08;08/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;09;09/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;10;10/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;11;11/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;12;12/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;01;01/2012;34
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;02;02/2012;17
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;03;03/2012;26
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;04;04/2012;23
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;05;05/2012;18
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;06;06/2012;20
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;07;07/2012;27
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;08;08/2012;24
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;09;09/2012;10
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;10;10/2012;14
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;11;11/2012;17
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;12;12/2012;18
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;01;01/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;04;04/2012;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;05;05/2012;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;06;06/2012;1
